key,family
SRC_CH2_ORACLE_192_ETTH2,table1_per_source_cell
SRC_CH2_ORACLE_192_ETTM1,table1_per_source_cell
SRC_CH2_ORACLE_192_ETTM2,table1_per_source_cell
SRC_CH2_ORACLE_192_EXCH,table1_per_source_cell
SRC_CH2_ORACLE_192_TRAF,table1_per_source_cell
SRC_CH2_ORACLE_192_WEA,table1_per_source_cell
SRC_CH2_ORACLE_96_ELEC,table1_per_source_cell
SRC_CH2_ORACLE_96_ETTH1,table1_per_source_cell
SRC_CH2_ORACLE_96_ETTH2,table1_per_source_cell
SRC_CH2_ORACLE_96_ETTM1,table1_per_source_cell
SRC_CH2_ORACLE_96_ETTM2,table1_per_source_cell
SRC_CH2_ORACLE_96_EXCH,table1_per_source_cell
SRC_CH2_ORACLE_96_TRAF,table1_per_source_cell
SRC_CH2_ORACLE_96_WEA,table1_per_source_cell
SRC_CH2_OURS_192_ELEC,table1_per_source_cell
SRC_CH2_OURS_192_ETTH1,table1_per_source_cell
SRC_CH2_OURS_192_ETTH2,table1_per_source_cell
SRC_CH2_OURS_192_ETTM1,table1_per_source_cell
SRC_CH2_OURS_192_ETTM2,table1_per_source_cell
SRC_CH2_OURS_192_EXCH,table1_per_source_cell
SRC_CH2_OURS_192_TRAF,table1_per_source_cell
SRC_CH2_OURS_192_WEA,table1_per_source_cell
SRC_CH2_OURS_96_ELEC,table1_per_source_cell
SRC_CH2_OURS_96_ETTH1,table1_per_source_cell
SRC_CH2_OURS_96_ETTH2,table1_per_source_cell
SRC_CH2_OURS_96_ETTM1,table1_per_source_cell
SRC_CH2_OURS_96_ETTM2,table1_per_source_cell
SRC_CH2_OURS_96_EXCH,table1_per_source_cell
SRC_CH2_OURS_96_TRAF,table1_per_source_cell
SRC_CH2_OURS_96_WEA,table1_per_source_cell
SRC_CH2_R2_192_ELEC,table1_per_source_cell
SRC_CH2_R2_192_ETTH1,table1_per_source_cell
SRC_CH2_R2_192_ETTH2,table1_per_source_cell
SRC_CH2_R2_192_ETTM1,table1_per_source_cell
SRC_CH2_R2_192_ETTM2,table1_per_source_cell
SRC_CH2_R2_192_EXCH,table1_per_source_cell
SRC_CH2_R2_192_TRAF,table1_per_source_cell
SRC_CH2_R2_192_WEA,table1_per_source_cell
SRC_CH2_R2_96_ELEC,table1_per_source_cell
SRC_CH2_R2_96_ETTH1,table1_per_source_cell
SRC_CH2_R2_96_ETTH2,table1_per_source_cell
SRC_CH2_R2_96_ETTM1,table1_per_source_cell
SRC_CH2_R2_96_ETTM2,table1_per_source_cell
SRC_CH2_R2_96_EXCH,table1_per_source_cell
SRC_CH2_R2_96_TRAF,table1_per_source_cell
SRC_CH2_R2_96_WEA,table1_per_source_cell
SRC_CH2_SRDI_192_ELEC,table1_per_source_cell
SRC_CH2_SRDI_192_ETTH1,table1_per_source_cell
SRC_CH2_SRDI_192_ETTH2,table1_per_source_cell
SRC_CH2_SRDI_192_ETTM1,table1_per_source_cell
SRC_CH2_SRDI_192_ETTM2,table1_per_source_cell
SRC_CH2_SRDI_192_EXCH,table1_per_source_cell
SRC_CH2_SRDI_192_TRAF,table1_per_source_cell
SRC_CH2_SRDI_192_WEA,table1_per_source_cell
SRC_CH2_SRDI_96_ELEC,table1_per_source_cell
SRC_CH2_SRDI_96_ETTH1,table1_per_source_cell
SRC_CH2_SRDI_96_ETTH2,table1_per_source_cell
SRC_CH2_SRDI_96_ETTM1,table1_per_source_cell
SRC_CH2_SRDI_96_ETTM2,table1_per_source_cell
SRC_CH2_SRDI_96_EXCH,table1_per_source_cell
SRC_CH2_SRDI_96_TRAF,table1_per_source_cell
SRC_CH2_SRDI_96_WEA,table1_per_source_cell
SRC_CH2_T1_192_ELEC,table1_per_source_cell
SRC_CH2_T1_192_ETTH1,table1_per_source_cell
SRC_CH2_T1_192_ETTH2,table1_per_source_cell
SRC_CH2_T1_192_ETTM1,table1_per_source_cell
SRC_CH2_T1_192_ETTM2,table1_per_source_cell
SRC_CH2_T1_192_EXCH,table1_per_source_cell
SRC_CH2_T1_192_TRAF,table1_per_source_cell
SRC_CH2_T1_192_WEA,table1_per_source_cell
SRC_CH2_T1_96_ELEC,table1_per_source_cell
SRC_CH2_T1_96_ETTH1,table1_per_source_cell
SRC_CH2_T1_96_ETTH2,table1_per_source_cell
SRC_CH2_T1_96_ETTM1,table1_per_source_cell
SRC_CH2_T1_96_ETTM2,table1_per_source_cell
SRC_CH2_T1_96_EXCH,table1_per_source_cell
SRC_CH2_T1_96_TRAF,table1_per_source_cell
SRC_CH2_T1_96_WEA,table1_per_source_cell
SRC_CH2_TATO_192_ELEC,table1_per_source_cell
SRC_CH2_TATO_192_ETTH1,table1_per_source_cell
SRC_CH2_TATO_192_ETTH2,table1_per_source_cell
SRC_CH2_TATO_192_ETTM1,table1_per_source_cell
SRC_CH2_TATO_192_ETTM2,table1_per_source_cell
SRC_CH2_TATO_192_EXCH,table1_per_source_cell
SRC_CH2_TATO_192_TRAF,table1_per_source_cell
SRC_CH2_TATO_192_WEA,table1_per_source_cell
SRC_CH2_TATO_96_ELEC,table1_per_source_cell
SRC_CH2_TATO_96_ETTH1,table1_per_source_cell
SRC_CH2_TATO_96_ETTH2,table1_per_source_cell
SRC_CH2_TATO_96_ETTM1,table1_per_source_cell
SRC_CH2_TATO_96_ETTM2,table1_per_source_cell
SRC_CH2_TATO_96_EXCH,table1_per_source_cell
SRC_CH2_TATO_96_TRAF,table1_per_source_cell
SRC_CH2_TATO_96_WEA,table1_per_source_cell
SRC_CH2_TOI_192_ELEC,table1_per_source_cell
SRC_CH2_TOI_192_ETTH1,table1_per_source_cell
SRC_CH2_TOI_192_ETTH2,table1_per_source_cell
SRC_CH2_TOI_192_ETTM1,table1_per_source_cell
SRC_CH2_TOI_192_ETTM2,table1_per_source_cell
SRC_CH2_TOI_192_EXCH,table1_per_source_cell
SRC_CH2_TOI_192_TRAF,table1_per_source_cell
SRC_CH2_TOI_192_WEA,table1_per_source_cell
SRC_CH2_TOI_96_ELEC,table1_per_source_cell
SRC_CH2_TOI_96_ETTH1,table1_per_source_cell
SRC_CH2_TOI_96_ETTH2,table1_per_source_cell
SRC_CH2_TOI_96_ETTM1,table1_per_source_cell
SRC_CH2_TOI_96_ETTM2,table1_per_source_cell
SRC_CH2_TOI_96_EXCH,table1_per_source_cell
SRC_CH2_TOI_96_TRAF,table1_per_source_cell
SRC_CH2_TOI_96_WEA,table1_per_source_cell
SRC_TF_BF_192_ELEC,table1_per_source_cell
SRC_TF_BF_192_ETTH1,table1_per_source_cell
SRC_TF_BF_192_ETTH2,table1_per_source_cell
SRC_TF_BF_192_ETTM1,table1_per_source_cell
SRC_TF_BF_192_ETTM2,table1_per_source_cell
SRC_TF_BF_192_EXCH,table1_per_source_cell
SRC_TF_BF_192_TRAF,table1_per_source_cell
SRC_TF_BF_192_WEA,table1_per_source_cell
SRC_TF_BF_96_ELEC,table1_per_source_cell
SRC_TF_BF_96_ETTH1,table1_per_source_cell
SRC_TF_BF_96_ETTH2,table1_per_source_cell
SRC_TF_BF_96_ETTM1,table1_per_source_cell
SRC_TF_BF_96_ETTM2,table1_per_source_cell
SRC_TF_BF_96_EXCH,table1_per_source_cell
SRC_TF_BF_96_TRAF,table1_per_source_cell
SRC_TF_BF_96_WEA,table1_per_source_cell
SRC_TF_KEEP_192_ELEC,table1_per_source_cell
SRC_TF_KEEP_192_ETTH1,table1_per_source_cell
SRC_TF_KEEP_192_ETTH2,table1_per_source_cell
SRC_TF_KEEP_192_ETTM1,table1_per_source_cell
SRC_TF_KEEP_192_ETTM2,table1_per_source_cell
SRC_TF_KEEP_192_EXCH,table1_per_source_cell
SRC_TF_KEEP_192_TRAF,table1_per_source_cell
SRC_TF_KEEP_192_WEA,table1_per_source_cell
SRC_TF_KEEP_96_ELEC,table1_per_source_cell
SRC_TF_KEEP_96_ETTH1,table1_per_source_cell
SRC_TF_KEEP_96_ETTH2,table1_per_source_cell
SRC_TF_KEEP_96_ETTM1,table1_per_source_cell
SRC_TF_KEEP_96_ETTM2,table1_per_source_cell
SRC_TF_KEEP_96_EXCH,table1_per_source_cell
SRC_TF_KEEP_96_TRAF,table1_per_source_cell
SRC_TF_KEEP_96_WEA,table1_per_source_cell
SRC_TF_ORACLE_192_ELEC,table1_per_source_cell
SRC_TF_ORACLE_192_ETTH1,table1_per_source_cell
SRC_TF_ORACLE_192_ETTH2,table1_per_source_cell
SRC_TF_ORACLE_192_ETTM1,table1_per_source_cell
SRC_TF_ORACLE_192_ETTM2,table1_per_source_cell
SRC_TF_ORACLE_192_EXCH,table1_per_source_cell
SRC_TF_ORACLE_192_TRAF,table1_per_source_cell
SRC_TF_ORACLE_192_WEA,table1_per_source_cell
SRC_TF_ORACLE_96_ELEC,table1_per_source_cell
SRC_TF_ORACLE_96_ETTH1,table1_per_source_cell
SRC_TF_ORACLE_96_ETTH2,table1_per_source_cell
SRC_TF_ORACLE_96_ETTM1,table1_per_source_cell
SRC_TF_ORACLE_96_ETTM2,table1_per_source_cell
SRC_TF_ORACLE_96_EXCH,table1_per_source_cell
SRC_TF_ORACLE_96_TRAF,table1_per_source_cell
SRC_TF_ORACLE_96_WEA,table1_per_source_cell
SRC_TF_OURS_192_ELEC,table1_per_source_cell
SRC_TF_OURS_192_ETTH1,table1_per_source_cell
SRC_TF_OURS_192_ETTH2,table1_per_source_cell
SRC_TF_OURS_192_ETTM1,table1_per_source_cell
SRC_TF_OURS_192_ETTM2,table1_per_source_cell
SRC_TF_OURS_192_EXCH,table1_per_source_cell
SRC_TF_OURS_192_TRAF,table1_per_source_cell
SRC_TF_OURS_192_WEA,table1_per_source_cell
SRC_TF_OURS_96_ELEC,table1_per_source_cell
SRC_TF_OURS_96_ETTH1,table1_per_source_cell
SRC_TF_OURS_96_ETTH2,table1_per_source_cell
SRC_TF_OURS_96_ETTM1,table1_per_source_cell
SRC_TF_OURS_96_ETTM2,table1_per_source_cell
SRC_TF_OURS_96_EXCH,table1_per_source_cell
SRC_TF_OURS_96_TRAF,table1_per_source_cell
SRC_TF_OURS_96_WEA,table1_per_source_cell
SRC_TF_R2_192_ELEC,table1_per_source_cell
SRC_TF_R2_192_ETTH1,table1_per_source_cell
SRC_TF_R2_192_ETTH2,table1_per_source_cell
SRC_TF_R2_192_ETTM1,table1_per_source_cell
SRC_TF_R2_192_ETTM2,table1_per_source_cell
SRC_TF_R2_192_EXCH,table1_per_source_cell
SRC_TF_R2_192_TRAF,table1_per_source_cell
SRC_TF_R2_192_WEA,table1_per_source_cell
SRC_TF_R2_96_ELEC,table1_per_source_cell
SRC_TF_R2_96_ETTH1,table1_per_source_cell
SRC_TF_R2_96_ETTH2,table1_per_source_cell
SRC_TF_R2_96_ETTM1,table1_per_source_cell
SRC_TF_R2_96_ETTM2,table1_per_source_cell
SRC_TF_R2_96_EXCH,table1_per_source_cell
SRC_TF_R2_96_TRAF,table1_per_source_cell
SRC_TF_R2_96_WEA,table1_per_source_cell
SRC_TF_SRDI_192_ELEC,table1_per_source_cell
SRC_TF_SRDI_192_ETTH1,table1_per_source_cell
SRC_TF_SRDI_192_ETTH2,table1_per_source_cell
SRC_TF_SRDI_192_ETTM1,table1_per_source_cell
SRC_TF_SRDI_192_ETTM2,table1_per_source_cell
SRC_TF_SRDI_192_EXCH,table1_per_source_cell
SRC_TF_SRDI_192_TRAF,table1_per_source_cell
SRC_TF_SRDI_192_WEA,table1_per_source_cell
SRC_TF_SRDI_96_ELEC,table1_per_source_cell
SRC_TF_SRDI_96_ETTH1,table1_per_source_cell
SRC_TF_SRDI_96_ETTH2,table1_per_source_cell
SRC_TF_SRDI_96_ETTM1,table1_per_source_cell
SRC_TF_SRDI_96_ETTM2,table1_per_source_cell
SRC_TF_SRDI_96_EXCH,table1_per_source_cell
SRC_TF_SRDI_96_TRAF,table1_per_source_cell
SRC_TF_SRDI_96_WEA,table1_per_source_cell
SRC_TF_T1_192_ELEC,table1_per_source_cell
SRC_TF_T1_192_ETTH1,table1_per_source_cell
SRC_TF_T1_192_ETTH2,table1_per_source_cell
SRC_TF_T1_192_ETTM1,table1_per_source_cell
SRC_TF_T1_192_ETTM2,table1_per_source_cell
SRC_TF_T1_192_EXCH,table1_per_source_cell
SRC_TF_T1_192_TRAF,table1_per_source_cell
SRC_TF_T1_192_WEA,table1_per_source_cell
SRC_TF_T1_96_ELEC,table1_per_source_cell
SRC_TF_T1_96_ETTH1,table1_per_source_cell
SRC_TF_T1_96_ETTH2,table1_per_source_cell
SRC_TF_T1_96_ETTM1,table1_per_source_cell
SRC_TF_T1_96_ETTM2,table1_per_source_cell
SRC_TF_T1_96_EXCH,table1_per_source_cell
SRC_TF_T1_96_TRAF,table1_per_source_cell
SRC_TF_T1_96_WEA,table1_per_source_cell
SRC_TF_TATO_192_ELEC,table1_per_source_cell
SRC_TF_TATO_192_ETTH1,table1_per_source_cell
SRC_TF_TATO_192_ETTH2,table1_per_source_cell
SRC_TF_TATO_192_ETTM1,table1_per_source_cell
SRC_TF_TATO_192_ETTM2,table1_per_source_cell
SRC_TF_TATO_192_EXCH,table1_per_source_cell
SRC_TF_TATO_192_TRAF,table1_per_source_cell
SRC_TF_TATO_192_WEA,table1_per_source_cell
SRC_TF_TATO_96_ELEC,table1_per_source_cell
SRC_TF_TATO_96_ETTH1,table1_per_source_cell
SRC_TF_TATO_96_ETTH2,table1_per_source_cell
SRC_TF_TATO_96_ETTM1,table1_per_source_cell
SRC_TF_TATO_96_ETTM2,table1_per_source_cell
SRC_TF_TATO_96_EXCH,table1_per_source_cell
SRC_TF_TATO_96_TRAF,table1_per_source_cell
SRC_TF_TATO_96_WEA,table1_per_source_cell
SRC_TF_TOI_192_ELEC,table1_per_source_cell
SRC_TF_TOI_192_ETTH1,table1_per_source_cell
SRC_TF_TOI_192_ETTH2,table1_per_source_cell
SRC_TF_TOI_192_ETTM1,table1_per_source_cell
SRC_TF_TOI_192_ETTM2,table1_per_source_cell
SRC_TF_TOI_192_EXCH,table1_per_source_cell
SRC_TF_TOI_192_TRAF,table1_per_source_cell
SRC_TF_TOI_192_WEA,table1_per_source_cell
SRC_TF_TOI_96_ELEC,table1_per_source_cell
SRC_TF_TOI_96_ETTH1,table1_per_source_cell
SRC_TF_TOI_96_ETTH2,table1_per_source_cell
SRC_TF_TOI_96_ETTM1,table1_per_source_cell
SRC_TF_TOI_96_ETTM2,table1_per_source_cell
SRC_TF_TOI_96_EXCH,table1_per_source_cell
SRC_TF_TOI_96_TRAF,table1_per_source_cell
SRC_TF_TOI_96_WEA,table1_per_source_cell
SRC_BOLT_BF_192_MACRO,table1_per_source_macro
SRC_BOLT_BF_96_MACRO,table1_per_source_macro
SRC_BOLT_KEEP_192_MACRO,table1_per_source_macro
SRC_BOLT_KEEP_96_MACRO,table1_per_source_macro
SRC_BOLT_ORACLE_192_MACRO,table1_per_source_macro
SRC_BOLT_ORACLE_96_MACRO,table1_per_source_macro
SRC_BOLT_OURS_192_MACRO,table1_per_source_macro
SRC_BOLT_OURS_96_MACRO,table1_per_source_macro
SRC_BOLT_R2_192_MACRO,table1_per_source_macro
SRC_BOLT_R2_96_MACRO,table1_per_source_macro
SRC_BOLT_SRDI_192_MACRO,table1_per_source_macro
SRC_BOLT_SRDI_96_MACRO,table1_per_source_macro
SRC_BOLT_T1_192_MACRO,table1_per_source_macro
SRC_BOLT_T1_96_MACRO,table1_per_source_macro
SRC_BOLT_TATO_192_MACRO,table1_per_source_macro
SRC_BOLT_TATO_96_MACRO,table1_per_source_macro
SRC_BOLT_TOI_192_MACRO,table1_per_source_macro
SRC_BOLT_TOI_96_MACRO,table1_per_source_macro
SRC_CH2_BF_192_MACRO,table1_per_source_macro
SRC_CH2_BF_96_MACRO,table1_per_source_macro
SRC_CH2_KEEP_192_MACRO,table1_per_source_macro
SRC_CH2_KEEP_96_MACRO,table1_per_source_macro
SRC_CH2_ORACLE_192_MACRO,table1_per_source_macro
SRC_CH2_ORACLE_96_MACRO,table1_per_source_macro
SRC_CH2_OURS_192_MACRO,table1_per_source_macro
SRC_CH2_OURS_96_MACRO,table1_per_source_macro
SRC_CH2_R2_192_MACRO,table1_per_source_macro
SRC_CH2_R2_96_MACRO,table1_per_source_macro
SRC_CH2_SRDI_192_MACRO,table1_per_source_macro
SRC_CH2_SRDI_96_MACRO,table1_per_source_macro
SRC_CH2_T1_192_MACRO,table1_per_source_macro
SRC_CH2_T1_96_MACRO,table1_per_source_macro
SRC_CH2_TATO_192_MACRO,table1_per_source_macro
SRC_CH2_TATO_96_MACRO,table1_per_source_macro
SRC_CH2_TOI_192_MACRO,table1_per_source_macro
SRC_CH2_TOI_96_MACRO,table1_per_source_macro
SRC_TF_BF_192_MACRO,table1_per_source_macro
SRC_TF_BF_96_MACRO,table1_per_source_macro
SRC_TF_KEEP_192_MACRO,table1_per_source_macro
SRC_TF_KEEP_96_MACRO,table1_per_source_macro
SRC_TF_ORACLE_192_MACRO,table1_per_source_macro
SRC_TF_ORACLE_96_MACRO,table1_per_source_macro
SRC_TF_OURS_192_MACRO,table1_per_source_macro
SRC_TF_OURS_96_MACRO,table1_per_source_macro
SRC_TF_R2_192_MACRO,table1_per_source_macro
SRC_TF_R2_96_MACRO,table1_per_source_macro
SRC_TF_SRDI_192_MACRO,table1_per_source_macro
SRC_TF_SRDI_96_MACRO,table1_per_source_macro
SRC_TF_T1_192_MACRO,table1_per_source_macro
SRC_TF_T1_96_MACRO,table1_per_source_macro
SRC_TF_TATO_192_MACRO,table1_per_source_macro
SRC_TF_TATO_96_MACRO,table1_per_source_macro
SRC_TF_TOI_192_MACRO,table1_per_source_macro
SRC_TF_TOI_96_MACRO,table1_per_source_macro
BF_BOLT,table1_ranked_cell
BF_CH2,table1_ranked_cell
BF_OVR,table1_ranked_cell
BF_RANK,table1_ranked_cell
BF_RMSSE,table1_ranked_cell
BF_TF,table1_ranked_cell
KEEP_BOLT,table1_ranked_cell
KEEP_CH2,table1_ranked_cell
KEEP_OVR,table1_ranked_cell
KEEP_RANK,table1_ranked_cell
KEEP_RMSSE,table1_ranked_cell
KEEP_TF,table1_ranked_cell
ORACLE_BOLT,table1_ranked_cell
ORACLE_CH2,table1_ranked_cell
ORACLE_OVR,table1_ranked_cell
ORACLE_RMSSE,table1_ranked_cell
ORACLE_TF,table1_ranked_cell
OURS_BOLT,table1_ranked_cell
OURS_CH2,table1_ranked_cell
OURS_OVR,table1_ranked_cell
OURS_RANK,table1_ranked_cell
OURS_RMSSE,table1_ranked_cell
OURS_TF,table1_ranked_cell
R2_BOLT,table1_ranked_cell
R2_CH2,table1_ranked_cell
R2_OVR,table1_ranked_cell
R2_RANK,table1_ranked_cell
R2_RMSSE,table1_ranked_cell
R2_TF,table1_ranked_cell
SRDI_BOLT,table1_ranked_cell
SRDI_CH2,table1_ranked_cell
SRDI_OVR,table1_ranked_cell
SRDI_RANK,table1_ranked_cell
SRDI_RMSSE,table1_ranked_cell
SRDI_TF,table1_ranked_cell
T1_BOLT,table1_ranked_cell
T1_CH2,table1_ranked_cell
T1_OVR,table1_ranked_cell
T1_RANK,table1_ranked_cell
T1_RMSSE,table1_ranked_cell
T1_TF,table1_ranked_cell
TATO_BOLT,table1_ranked_cell
TATO_CH2,table1_ranked_cell
TATO_OVR,table1_ranked_cell
TATO_RANK,table1_ranked_cell
TATO_RMSSE,table1_ranked_cell
TATO_TF,table1_ranked_cell
TOI_BOLT,table1_ranked_cell
TOI_CH2,table1_ranked_cell
TOI_OVR,table1_ranked_cell
TOI_RANK,table1_ranked_cell
TOI_RMSSE,table1_ranked_cell
TOI_TF,table1_ranked_cell
HARM_BP,table2_harm
HARM_BP_BF,table2_harm
HARM_BP_KEEP,table2_harm
HARM_BP_OURS,table2_harm
HARM_BP_R2,table2_harm
HARM_BP_SRDI,table2_harm
HARM_BP_T1,table2_harm
HARM_BP_TATO,table2_harm
HARM_BP_TOI,table2_harm
HARM_HIR,table2_harm
HARM_HIR_BF,table2_harm
HARM_HIR_KEEP,table2_harm
HARM_HIR_OURS,table2_harm
HARM_HIR_R2,table2_harm
HARM_HIR_SRDI,table2_harm
HARM_HIR_T1,table2_harm
HARM_HIR_TATO,table2_harm
HARM_HIR_TOI,table2_harm
HARM_HL,table2_harm
HARM_HL_BF,table2_harm
HARM_HL_KEEP,table2_harm
HARM_HL_OURS,table2_harm
HARM_HL_R2,table2_harm
HARM_HL_SRDI,table2_harm
HARM_HL_T1,table2_harm
HARM_HL_TATO,table2_harm
HARM_HL_TOI,table2_harm
HARM_IR,table2_harm
HARM_IR_BF,table2_harm
HARM_IR_KEEP,table2_harm
HARM_IR_OURS,table2_harm
HARM_IR_R2,table2_harm
HARM_IR_SRDI,table2_harm
HARM_IR_T1,table2_harm
HARM_IR_TATO,table2_harm
HARM_IR_TOI,table2_harm
HARM_MASE_BF,table2_harm
HARM_MASE_KEEP,table2_harm
HARM_MASE_OURS,table2_harm
HARM_MASE_R2,table2_harm
HARM_MASE_SRDI,table2_harm
HARM_MASE_T1,table2_harm
HARM_MASE_TATO,table2_harm
HARM_MASE_TOI,table2_harm
HARM_MO,table2_harm
HARM_MO_BF,table2_harm
HARM_MO_KEEP,table2_harm
HARM_MO_OURS,table2_harm
HARM_MO_R2,table2_harm
HARM_MO_SRDI,table2_harm
HARM_MO_T1,table2_harm
HARM_MO_TATO,table2_harm
HARM_MO_TOI,table2_harm
HARM_READING,table2_harm
HARM_RISKCURVE,table2_harm
RB_BF_10,table3_robustness
RB_BF_30,table3_robustness
RB_BF_50,table3_robustness
RB_BF_CH2,table3_robustness
RB_BF_WORST,table3_robustness
RB_KEEP_10,table3_robustness
RB_KEEP_30,table3_robustness
RB_KEEP_50,table3_robustness
RB_KEEP_CH2,table3_robustness
RB_KEEP_WORST,table3_robustness
RB_OURS_10,table3_robustness
RB_OURS_30,table3_robustness
RB_OURS_50,table3_robustness
RB_OURS_CH2,table3_robustness
RB_OURS_WORST,table3_robustness
RB_R2_10,table3_robustness
RB_R2_30,table3_robustness
RB_R2_50,table3_robustness
RB_R2_CH2,table3_robustness
RB_R2_WORST,table3_robustness
RB_T1_10,table3_robustness
RB_T1_30,table3_robustness
RB_T1_50,table3_robustness
RB_T1_CH2,table3_robustness
RB_T1_WORST,table3_robustness
RB_TATO_10,table3_robustness
RB_TATO_30,table3_robustness
RB_TATO_50,table3_robustness
RB_TATO_CH2,table3_robustness
RB_TATO_WORST,table3_robustness
RB_TOI_10,table3_robustness
RB_TOI_30,table3_robustness
RB_TOI_50,table3_robustness
RB_TOI_CH2,table3_robustness
RB_TOI_WORST,table3_robustness
ROBUST_30,table3_robustness
ROBUST_50,table3_robustness
ROBUST_CH2,table3_robustness
ROBUST_READING,table3_robustness
ROBUST_WORST,table3_robustness
ABL_A1,table4_ablation
ABL_A1_CALLS,table4_ablation
ABL_A1_HIR,table4_ablation
ABL_A1_HL,table4_ablation
ABL_A1_IR,table4_ablation
ABL_A1_LAT,table4_ablation
ABL_A1_MASE,table4_ablation
ABL_A2,table4_ablation
ABL_A2_CALLS,table4_ablation
ABL_A2_HIR,table4_ablation
ABL_A2_HL,table4_ablation
ABL_A2_IR,table4_ablation
ABL_A2_LAT,table4_ablation
ABL_A2_MASE,table4_ablation
ABL_A3,table4_ablation
ABL_A3_CALLS,table4_ablation
ABL_A3_HIR,table4_ablation
ABL_A3_HL,table4_ablation
ABL_A3_IR,table4_ablation
ABL_A3_LAT,table4_ablation
ABL_A3_MASE,table4_ablation
ABL_A4,table4_ablation
ABL_A4_CALLS,table4_ablation
ABL_A4_HIR,table4_ablation
ABL_A4_HL,table4_ablation
ABL_A4_IR,table4_ablation
ABL_A4_LAT,table4_ablation
ABL_A4_MASE,table4_ablation
ABL_A5,table4_ablation
ABL_A5_CALLS,table4_ablation
ABL_A5_HIR,table4_ablation
ABL_A5_HL,table4_ablation
ABL_A5_IR,table4_ablation
ABL_A5_LAT,table4_ablation
ABL_A5_MASE,table4_ablation
ABL_FULL_CALLS,table4_ablation
ABL_FULL_HIR,table4_ablation
ABL_FULL_HL,table4_ablation
ABL_FULL_IR,table4_ablation
ABL_FULL_LAT,table4_ablation
ABL_FULL_MASE,table4_ablation
ABL_ORACLE,table4_ablation
ABL_ORACLE_HIR,table4_ablation
ABL_ORACLE_HL,table4_ablation
ABL_ORACLE_IR,table4_ablation
ABL_ORACLE_MASE,table4_ablation
ABL_READING,table4_ablation
